,finalrank,total_pd,UtilEgypt,UtilSudan,UtilEthiopia,policy name
0,1,-0.18140525688261044,5.568862138463789,0.5930047969922276,0.520054593554582,501
1,2,-0.13363342676869072,5.682755723275465,0.5555810432169879,0.4435847625181455,308
2,3,-0.16600192700536298,5.60929531584677,0.570643458948438,0.5019827542153905,192
3,4,-0.1669720997750338,5.6067668363589,0.5706457889395675,0.504508903712131,548
4,5,-0.13566712710154194,5.67913766013224,0.552419786362683,0.450364082515675,418
5,6,-0.13494495488280545,5.680716308796049,0.5512915829434963,0.4499136372710535,169
6,7,-0.13984968686159374,5.670551962252184,0.5519342952195907,0.4594352715388235,145
7,8,-0.13721616742105555,5.676101981152197,0.5511818636959767,0.4546376841624244,37
8,9,-0.1447782606231058,5.659892682219556,0.550555903002029,0.4714729437890134,170
9,10,-0.14321651735440608,5.663387987856075,0.5474918088761263,0.471041732278397,194
10,11,-0.12675296058823413,5.697638464316992,0.5441106370006118,0.4401724276929948,453
11,12,-0.12637872419873497,5.6983993314111805,0.5437532945052793,0.4397689030941377,449
12,13,-0.11001697742076355,5.727253513491597,0.5442538420566444,0.4104141734623564,478
13,14,-0.12571890819712817,5.699769877769505,0.5428667777288858,0.4392848735122086,340
14,15,-0.124569455815518,5.701987941674325,0.5425749514236543,0.4373586359126185,18
15,16,-0.12182104436069474,5.707216399597504,0.5418634806696733,0.4328416487434195,130
16,17,-0.1211231182687001,5.7085370186041535,0.5416190975794172,0.431765412827027,167
17,18,-0.12012206224205817,5.710546844026412,0.540456908996632,0.4309177759875542,546
18,19,-0.12354259266397434,5.70425324890204,0.5400096894917212,0.4376585906168367,44
19,20,-0.12009430112479835,5.710684409767837,0.5398813758919493,0.4313557433508109,428
20,21,-0.12276850349852127,5.705838529976588,0.5389836439665598,0.43709935506745,62
21,22,-0.11749813561238116,5.715605823152469,0.5384948514839786,0.4278208543741506,485
22,23,-0.11585695742214275,5.7185841039482215,0.538190893895207,0.4251465311671704,296
23,24,-0.12498657963556108,5.701786659835927,0.537126207981646,0.4430086611930253,486
24,25,-0.11667324245327708,5.717371079320361,0.5366811953708017,0.4278692543194346,512
25,26,-0.11193044443905871,5.7262254221706215,0.5337946676645066,0.4219014391754695,131
26,27,-0.11817266075472106,5.715161869481031,0.5326683747026576,0.4340912848269085,211
27,28,-0.182030573114873,5.563198278303906,0.5705790398544431,0.5481442108522492,149
28,29,-0.11141275570080149,5.727252603478899,0.5330424983304393,0.4216264272012601,538
29,30,-0.17599540752401086,5.579596632451671,0.5621011392910908,0.5402237572678361,96
30,31,-0.12388540249388229,5.704360268416677,0.5307963321043382,0.4467649284895845,311
31,32,-0.19728224903255395,5.518651463723181,0.5923839776321839,0.5708860876552339,249
32,33,-0.11742748153347504,5.716893038729987,0.5292429950843451,0.4357854951962664,232
33,34,-0.11217210306887504,5.726474462809287,0.5293403337799554,0.426106732421356,281
34,35,-0.19674099336261772,5.520128624300767,0.5910171584886986,0.5707757462211323,156
35,36,-0.11088355543588284,5.728760616617666,0.5292988819475681,0.4238620304453638,160
36,37,-0.11052361253586203,5.729395442432929,0.529281174021244,0.4232449125564247,285
37,38,-0.11403363679636103,5.723227739323483,0.5285103306867575,0.4301834590003573,255
38,39,-0.11099626479639446,5.728663337727387,0.52857811958153,0.4246800717016811,417
39,40,-0.18416834937087842,5.555977729987413,0.5697685079640614,0.5561752910591243,7
40,41,-0.13185119328398667,5.687766228596784,0.527519665949626,0.4666356344641885,25
41,42,-0.11622286769849381,5.719412956986351,0.5260418687756219,0.4364667032486245,64
42,43,-0.13875810866353935,5.672300637650953,0.5288971957537628,0.4807236956058813,102
43,44,-0.12470071837209407,5.702806399656331,0.5254682948802494,0.4536468344740179,93
44,45,-0.1225615714026197,5.707145441919742,0.5242506093632253,0.45052547772763,230
45,46,-0.1191674044189552,5.713897791036012,0.5234063666182976,0.4446173713562896,180
46,47,-0.10636759952488657,5.737284903662708,0.5247153293355783,0.4199212960123123,284
47,48,-0.10898978236587387,5.732879661894586,0.5233046688539895,0.425737198262023,525
48,49,-0.1117987115131414,5.72785859755289,0.5229132781159951,0.4311496533417133,125
49,50,-0.18687105926318295,5.5469633655135855,0.5700614816101549,0.5648966818868579,163
50,51,-0.15068197662650992,5.643170234935149,0.5315448519460706,0.5072064421293784,253
51,52,-0.16564943148303327,5.604843295828946,0.5434931221419963,0.5335851110396557,371
52,53,-0.15745246106948482,5.625947960901594,0.5357548130860684,0.5202187550229349,10
53,54,-0.09254713525220033,5.759357596310842,0.5261020420634633,0.3964618906362918,68
54,55,-0.16250017764829314,5.612864249980066,0.5398796721657685,0.5291776068647629,172
55,56,-0.1607262689974048,5.617427101390882,0.5381754927566668,0.5263189348630503,252
56,57,-0.14934836558012773,5.6461963667801225,0.5297292237930845,0.5059959384373899,455
57,58,-0.172673392371434,5.585673042175328,0.5498582708058983,0.5463902160293725,477
58,59,-0.15516760066409244,5.63149932695992,0.5331900966946332,0.5172321053560455,0
59,60,-0.202325492496919,5.501281008244921,0.5953680123023601,0.585272508463317,5
60,61,-0.1922865670250581,5.530803061476815,0.5770232505844813,0.5740952169493014,24
61,62,-0.13538965001059125,5.679181698625734,0.522397446260146,0.4803423841247177,4
62,63,-0.16650562448786466,5.601897345329264,0.5425301347589938,0.5374940489223395,158
63,64,-0.16767292118864538,5.598677755371679,0.5434131206340195,0.5398306530048994,551
64,65,-0.15667202350223006,5.627212130779212,0.5329803655923057,0.5217290326390805,107
65,66,-0.1493819068330908,5.645560436902467,0.5278256299463217,0.5085354621618099,42
66,67,-0.14838381552922933,5.647945522822019,0.5269359075951027,0.507040098593477,231
67,68,-0.11637973947729068,5.719421778500558,0.517930886557348,0.4445688639526926,280
68,69,-0.15621470599406495,5.628184921937256,0.532068373633984,0.5216682334393583,523
69,70,-0.11859936978604683,5.715029509786149,0.5178543454496279,0.449037673774821,368
70,71,-0.17082107051677178,5.589798903961656,0.5456862034586778,0.5464364215902656,183
71,72,-0.17430490558292766,5.580366278924672,0.5496778113145008,0.551877438771424,358
72,73,-0.11586599110276374,5.7204260383027234,0.5175153228777079,0.4439801678301651,536
73,74,-0.11510363648527162,5.7219101341987,0.5171836877642886,0.4428277070476093,48
74,75,-0.15397670894732596,5.6335810916493845,0.5295331200976521,0.5188073172635619,166
75,76,-0.15370694221098832,5.6342031963317325,0.5291615247517295,0.5185568079271352,121
76,77,-0.0893040819298867,5.765255578712848,0.5220634199903824,0.3946025303073686,552
77,78,-0.16651464925713658,5.600876688715718,0.5401092475729095,0.5409355927219717,476
78,79,-0.14687637873969828,5.651097136230928,0.5241817496026911,0.5066426431769798,31
79,80,-0.1714332504444861,5.587574938531347,0.5450663808027997,0.5492802096764514,305
80,81,-0.1949291453381676,5.521904258391528,0.5786817562651873,0.5813355143538823,120
81,82,-0.12806463593949355,5.694994576957934,0.5167588694775476,0.4701680825751167,207
82,83,-0.16299046697978448,5.609904759239594,0.5360183183500398,0.5359984514209643,494
83,84,-0.13657173207761522,5.675582448006669,0.5184021760044195,0.4879369049995097,490
84,85,-0.14050397084305336,5.666258307225125,0.5198654953373983,0.4957977264480745,521
85,86,-0.13971367926178413,5.668133808894181,0.5194831772752702,0.4943045428411464,388
86,87,-0.1823570511473381,5.557279973460266,0.5581448740359201,0.5664966815144129,366
87,88,-0.14625881153831463,5.652198015732735,0.5224951067572724,0.5072284065205899,76
88,89,-0.14857326616068797,5.646455167498616,0.5238465011625678,0.5116198603494152,374
89,90,-0.13491115962932954,5.679288827113748,0.5171371428481666,0.4854955590486832,22
90,91,-0.19472605179482463,5.521834001743903,0.5769088497452793,0.5831786775214163,159
91,92,-0.1736869873380867,5.580688354801218,0.5460013544399297,0.5552318197694495,407
92,93,-0.19505278608344453,5.520752615884963,0.5771996769207342,0.5839692362049012,15
93,94,-0.14918960462976172,5.644570276346163,0.5232475372037085,0.5141037154607272,227
94,95,-0.14602956346359228,5.652323806128371,0.5210324243364941,0.5085652985457331,46
95,96,-0.15728172229902962,5.623877122463282,0.5288811555036936,0.529163251043623,530
96,97,-0.12382150115860746,5.703819307828639,0.5131646443107672,0.4649375768711924,318
97,98,-0.09579450818316015,5.756394653646231,0.5155954746792908,0.409931400685076,413
98,99,-0.18307179422465833,5.554446103141254,0.5574588041891387,0.5700166216802047,360
99,100,-0.20488548212082244,5.491380422587979,0.595261206471222,0.5952798999513963,8
100,101,-0.16841187138745162,5.594416892667739,0.539011300984971,0.548493335357887,287
101,102,-0.14284882046267958,5.65990808440953,0.5186426494058382,0.5033707951952305,395
102,103,-0.14996633914531976,5.642221357544122,0.522676026202048,0.5170241452644289,181
103,104,-0.1557018478664182,5.627610700530219,0.5268075446483368,0.5275032838320416,383
104,105,-0.14926897644444173,5.6438979044566215,0.5220168745552017,0.516006749998776,349
105,106,-0.19792616784385827,5.511777055576111,0.581115690155123,0.5890287832793645,3
106,107,-0.14260267377910255,5.660328496902025,0.5179618332855044,0.5036311988230681,144
107,108,-0.1422457936133118,5.661193753976056,0.5177695332292331,0.5029582418053092,108
108,109,-0.12425856598717185,5.7026773790777066,0.5117851896727058,0.4674589602601856,136
109,110,-0.13585204961668065,5.676340664652372,0.5144240435506238,0.4911568208076025,16
110,111,-0.10948890781294951,5.732698740492129,0.5111855557282977,0.4380372327901716,363
111,112,-0.10411248324750322,5.7425706446111615,0.5119409514408311,0.4274099329586062,233
112,113,-0.13214741020919604,5.684936701883488,0.5130610365831615,0.4839237905439482,129
113,114,-0.16271520865555011,5.608997366607007,0.5321204990844448,0.5408036633191474,350
114,115,-0.16251463859762771,5.609512810576589,0.5319038650931543,0.540504853340855,330
115,116,-0.13112057687471967,5.687264534567485,0.5126408225159456,0.4820161719271664,276
116,117,-0.16314908040609888,5.607807817234829,0.5324383605900733,0.5416753511856942,182
117,118,-0.14467684472462616,5.654972063820925,0.5182756985751754,0.5086737666144971,95
118,119,-0.15985177559668437,5.616351667789584,0.5291594502127814,0.5364104110082324,56
119,120,-0.08125304283072292,5.777993353275714,0.5184008507700208,0.3855273249648621,392
120,121,-0.1609086963765153,5.613511146687992,0.5299500639149833,0.5384603184076237,148
121,122,-0.18756366543241543,5.540989932747473,0.5625104212810812,0.5784211749820448,85
122,123,-0.13395225671058708,5.680538748351973,0.5127863550943873,0.4885964255642381,143
123,124,-0.1469637435316903,5.649082859938924,0.5190287995353825,0.5138098695362914,411
124,125,-0.16291157530390563,5.60813798456941,0.5315986044167331,0.542184940024455,11
125,126,-0.17328306594744783,5.58040530942492,0.5427877700233618,0.5587284495623155,409
126,127,-0.1292465324227696,5.6913399334976855,0.5112848371696075,0.4792967583433051,429
127,128,-0.16694184183210728,5.597416426618488,0.5355783116829471,0.5489267907091635,439
128,129,-0.11843402586415512,5.714856290548277,0.5096181196371673,0.4574471188251526,505
129,130,-0.15674468494624946,5.624155161362144,0.5259076863289388,0.5318586813195154,352
130,131,-0.12974208139616317,5.690167817697587,0.5111997465997808,0.48055396471323,193
131,132,-0.14386933883162212,5.6565928179124505,0.516798239855211,0.5085304712429368,261
132,133,-0.13012532812877112,5.689223372115835,0.5109932595121949,0.4817048973825682,391
133,134,-0.13452447427843484,5.679021941797982,0.5123352967524923,0.4905642904601239,70
134,135,-0.13808089401345658,5.670582266543624,0.5137294413319328,0.4976098211350406,55
135,136,-0.1626362710832152,5.608592668783532,0.5307841362418337,0.5425447239852323,135
136,137,-0.15537590799972353,5.627460687392641,0.5242954888462424,0.5301653527717142,88
137,138,-0.10292492922910908,5.744800496752041,0.510124733237466,0.426996299021092,269
138,139,-0.13007890915572215,5.689260480562515,0.5106873794573736,0.4819736689907091,199
139,140,-0.17117679265825467,5.585742106577937,0.539634210514703,0.5565452119179586,190
140,141,-0.18965096314068597,5.534631638044073,0.5649681308826461,0.5823217600838786,117
141,142,-0.1295742182951062,5.6903573061515615,0.5103173802594418,0.4812468425995952,220
142,143,-0.15605305064325978,5.625559401261572,0.5245072165767627,0.5318549111722639,50
143,144,-0.15489632423808333,5.628519730825245,0.5235288048881591,0.5298729932971945,127
144,145,-0.10255996292133711,5.745477279807709,0.5096700312402045,0.4267742179626859,155
145,146,-0.1516342228115649,5.636810441037323,0.5209269811357159,0.5241841068375597,408
146,147,-0.1340925230367328,5.679822639128082,0.5114220627725515,0.4906768271099643,209
147,148,-0.1554291916304177,5.627072411425397,0.5237924709823087,0.5310566466028932,52
148,149,-0.12813895070316927,5.693515120520523,0.5095144776164289,0.4788919308736463,322
149,150,-0.12455965114681548,5.70150946007687,0.5087887979654491,0.4716232709682798,43
150,151,-0.1338134581406902,5.680410375355002,0.5110868608637247,0.4904242927918705,66
151,152,-0.13210805274168472,5.684298322930572,0.5101715718697437,0.4874516342102826,351
152,153,-0.1845442577977315,5.548599821829788,0.5563549576454294,0.5769667495353811,205
153,154,-0.16478223808625148,5.602318694124,0.5317217375302554,0.5478810973563432,397
154,155,-0.1554265680402197,5.626777911232731,0.5231484739964163,0.5319951437814511,444
155,156,-0.1167986159160086,5.71800743212247,0.5072612832489023,0.4566528136392271,420
156,157,-0.13595361369936157,5.675154699344746,0.5112310471383595,0.4955357825274928,36
157,158,-0.14588628015618757,5.650892075298845,0.5161461412823591,0.5148833124293933,310
158,159,-0.1387608344644985,5.668340388430219,0.5121926640161668,0.5013884765642113,187
159,160,-0.13190014638112105,5.684597507939175,0.5094348571689878,0.487889163902435,518
160,161,-0.1517740396922299,5.635946597122795,0.519892683833036,0.5260822480547674,40
161,162,-0.14490951072482486,5.6532028642506384,0.5152608823889456,0.5134577823710147,380
162,163,-0.15254431841495245,5.633898223624122,0.5202901316003082,0.5277331737861679,404
163,164,-0.15259979192490603,5.6336957724667895,0.52020198334108,0.5280237732027276,13
164,165,-0.15669633998376953,5.623101905567868,0.5233907088542467,0.5354289145884837,12
165,166,-0.11772682749911705,5.71592934298791,0.5061605320064718,0.4598316540162155,92
166,167,-0.10472846037687567,5.741631522325894,0.5066280036205348,0.4336620030641706,248
167,168,-0.07766513841351382,5.784005191972304,0.514979221218612,0.3829371158196823,124
168,169,-0.17101554805189104,5.585018320369062,0.5373404717376955,0.5595627369038414,58
169,170,-0.19511697987246454,5.517932215622121,0.572235236737688,0.5917540766507884,72
170,171,-0.14971723361976405,5.640776568514122,0.5175383369984108,0.5236066234980652,90
171,172,-0.13883481986760524,5.667778199353152,0.5111432959501028,0.5030000337073428,126
172,173,-0.13400581234511358,5.679328741752351,0.5090597906390624,0.4935329966191856,54
173,174,-0.13538978454312892,5.676033622059107,0.5095650652102127,0.4963228417412784,464
174,175,-0.14971262653433107,5.640726352729066,0.5173992937364147,0.5237958825451169,63
175,176,-0.15630496227976562,5.6237919512921,0.5224120958377101,0.5357174818807878,215
176,177,-0.13483038331701483,5.677310559146071,0.5091774686009122,0.4954335012636146,118
177,178,-0.15803908346154624,5.619216745426494,0.5237648474502422,0.5389399361338628,51
178,179,-0.1550168901823155,5.6269762115472055,0.5210527526932316,0.5338925647701606,98
179,180,-0.14987655842202488,5.640125657788617,0.5171135557538824,0.5246823154680991,164
180,181,-0.13436467673552074,5.678310853834732,0.5086722676852334,0.4949384074906323,106
181,182,-0.12370216325763088,5.702809167030676,0.505664168376381,0.4734481936035419,353
182,183,-0.1569108649311749,5.621999790272818,0.5224931650881011,0.5374285736496798,240
183,184,-0.12015775405106,5.710562151894712,0.5051445013960207,0.4662148757198657,488
184,185,-0.12302367406383345,5.704292767435943,0.5054657909186772,0.4721629706559779,94
185,186,-0.13984146095668507,5.665013095410375,0.5107832511924209,0.5061251824078031,81
186,187,-0.1300758907245914,5.688274743881757,0.5068854452265449,0.4867613399022967,463
187,188,-0.14823156687335406,5.644134854895542,0.5156374569049926,0.5221492172100634,33
188,189,-0.14288531222736853,5.657434783090851,0.5121630681624251,0.5123236777573226,528
189,190,-0.15681045384233497,5.622061608016761,0.5220227980923926,0.5378371229014453,122
190,191,-0.07665934532058975,5.785759333711898,0.5137144799414881,0.3824477153572114,6
191,192,-0.11898089709589839,5.712925326388346,0.5040462853098838,0.4649499173123683,309
192,193,-0.12237102020505741,5.705526493426701,0.5043770413091443,0.4720179942747519,357
193,194,-0.108636893285876,5.734150279992723,0.5040080932469133,0.4437631557709625,279
194,195,-0.15407210556595388,5.628883537698848,0.5192411716388974,0.5337968196728528,336
195,196,-0.17757527790519886,5.566334259425604,0.5439998922873559,0.5715873772976389,555
196,197,-0.15164017659607598,5.635071260170312,0.5172361961159017,0.5296140727243842,99
197,198,-0.2084622649512385,5.47778855586421,0.5970252184820322,0.6071077546643554,114
198,199,-0.1624753256965985,5.606841467296585,0.5265181899058681,0.5485618718081455,103
199,200,-0.09725195436017309,5.755059251454377,0.5055846021869763,0.4212776753692454,514
200,201,-0.15405335310386384,5.628764985665233,0.5189014262411061,0.5342551171042585,347
201,202,-0.14386018803601408,5.654580487830942,0.5117105941357093,0.5156304470439469,256
202,203,-0.13619107850499998,5.67337491477768,0.5077775910120053,0.5007690232209127,110
203,204,-0.14527493713343598,5.651032359866921,0.5125359301367737,0.5183532390069037,379
204,205,-0.13666727997048644,5.672207557779463,0.5079347302445121,0.5017792409866236,204
205,206,-0.15245646217886613,5.632791389432047,0.5174837658897905,0.5316463736887599,210
206,207,-0.1451762665942389,5.651118208065279,0.5121193152303659,0.5186840057149533,173
207,208,-0.15168208301845545,5.634593443552729,0.516530543482566,0.5307975419753034,195
208,209,-0.07730512437755033,5.785400211442291,0.5115851331292799,0.384936184439027,399
209,210,-0.12448283801534048,5.700496033325186,0.503379737055953,0.4780457586294581,26
210,211,-0.11102622993659061,5.729293267147603,0.5023718135377755,0.4502564483252191,299
211,212,-0.12919667959318049,5.689641153811064,0.5043495499747898,0.4879308252247429,289
212,213,-0.07295972753058096,5.791134375299126,0.5128113942806722,0.3779757594308005,433
213,214,-0.14613913696812997,5.648407939941915,0.5121023735714179,0.5214112154972649,151
214,215,-0.13161540839736638,5.683889164733321,0.5048658406877999,0.4931665235894769,497
215,216,-0.13934215646264228,5.665254191469716,0.5080780983420763,0.5085892391988043,443
216,217,-0.13477916247604138,5.6763065219655,0.5059267590286524,0.4996882480164455,49
217,218,-0.14478582138086027,5.651724988345634,0.5110713936228579,0.5191251470421057,139
218,219,-0.15680374287422597,5.620995386045743,0.5200010780779746,0.54092506488688,293
219,220,-0.14360916973988436,5.654616775034754,0.5102463226121939,0.5170584313636504,41
220,221,-0.07465924857864985,5.789148968834229,0.5114985898530491,0.3812739703233205,365
221,222,-0.15791614656232666,5.618004167691164,0.520818093714183,0.5430992676052501,67
222,223,-0.13399420297767065,5.678105222541861,0.5053841222967558,0.4984321841719817,45
223,224,-0.14331389593839103,5.655271272015497,0.5098916474966475,0.5167586094984536,35
224,225,-0.13367113367772845,5.678834451421531,0.505137796036603,0.4979492815524639,113
225,226,-0.14224360885691548,5.657817340902195,0.5090098187624696,0.5150943693459329,111
226,227,-0.1445274772743003,5.652112776272818,0.5103582527319758,0.5194505000058028,228
227,228,-0.12785200398696817,5.692397249612911,0.5027790682249274,0.4867452111727581,421
228,229,-0.11400438211501995,5.72298339356682,0.5007781799890818,0.4581599554546953,314
229,230,-0.1611435890394611,5.609260362790754,0.5233303860168342,0.54933078020301,65
230,231,-0.13310616288121202,5.679964882933987,0.5043205524180789,0.4976360936585319,60
231,232,-0.07505311356748245,5.78893744706798,0.5101968374723866,0.3827872444702326,484
232,233,-0.16001605158190793,5.612032246736133,0.5219275555978093,0.5479617266766577,61
233,234,-0.12513015409439135,5.698511569774713,0.5016031230111634,0.481806836224722,34
234,235,-0.10422929665843479,5.742455544114466,0.5007237126198244,0.4387422722763067,237
235,236,-0.12798150848598597,5.691883400949393,0.5021380572456987,0.4879000708155072,30
236,237,-0.1338412560834301,5.67802759770801,0.5041383795363277,0.4997555517662592,334
237,238,-0.14127643409254462,5.659860082878753,0.5076757137828882,0.5143857323489572,168
238,239,-0.15560098626907207,5.623401840973273,0.517683805550062,0.5408358824872626,79
239,240,-0.14268608992870313,5.656305619862278,0.5083773588588301,0.5172385502894897,69
240,241,-0.16630584762407397,5.595215140436807,0.5280001622718596,0.558706226301932,242
241,242,-0.12801317099036325,5.691733594096859,0.5019106629226747,0.4882772719910639,410
242,243,-0.12347395237877375,5.702134372845924,0.5007497912240121,0.4790373649406619,29
243,244,-0.13919351046726805,5.664853011045964,0.5062152707146604,0.5108532472499747,292
244,245,-0.09126922765539092,5.765405599797605,0.5032035169009375,0.4133124123120553,147
245,246,-0.13966745838910355,5.663674282816411,0.5064379610415543,0.5118092851526327,345
246,247,-0.15033892427150217,5.636705982635996,0.512991993585715,0.5322235527888873,294
247,248,-0.14083601122180275,5.66060243129052,0.5066708061139134,0.5146482916061659,481
248,249,-0.15862446382082973,5.6151241860756205,0.5196943125425847,0.5471030303923935,84
249,250,-0.13944406025266234,5.663962390368422,0.5057366331889215,0.5122225054532552,150
250,251,-0.14100830883445756,5.660069190384707,0.5065404357502603,0.5153119028756303,153
251,252,-0.14106184781523812,5.659861391240852,0.5064116390600394,0.5156484987097072,432
252,253,-0.1258788311514307,5.696287294051839,0.5001057154154873,0.4855285195432722,1
253,254,-0.20140657858801436,5.496956704754198,0.5792391356663057,0.605725688590094,39
254,255,-0.21443878378206072,5.457810215746748,0.6074103517853553,0.6167009614784955,301
255,256,-0.1366556171702099,5.670630990208712,0.5039458128031326,0.5073447259987531,382
256,257,-0.14522992490227113,5.649304239398432,0.5086898137538366,0.5239274758583293,307
257,258,-0.14187228068798505,5.65770597942213,0.5065856461849568,0.5176299034035126,423
258,259,-0.13892626134627328,5.664997411616551,0.5049344019194938,0.5119897154745537,175
259,260,-0.17739330933046568,5.564497323364783,0.5401047060246893,0.577319499621126,241
260,261,-0.1551309175287421,5.623790166214809,0.5158496908945939,0.5422816719011954,154
261,262,-0.1234055294210979,5.701826008522266,0.4991057770324232,0.480989743455908,201
262,263,-0.18381474882516638,5.5467956745719125,0.5490556231766577,0.5860702312620286,277
263,264,-0.14854971623753066,5.640689994099972,0.5105985320223929,0.5306330028882345,426
264,265,-0.12161534505201743,5.7058338975847525,0.4986090303241114,0.4774786011017338,202
265,266,-0.15315532188966485,5.628814409531365,0.5140423129987445,0.5390648064804897,128
266,267,-0.2065012430667814,5.481638594621808,0.5890789894919339,0.6112039448968566,23
267,268,-0.14241077154410217,5.656090547550172,0.5063521251374647,0.5194788563229624,109
268,269,-0.144290771277614,5.651367222147795,0.5074971548997496,0.5230571519630539,89
269,270,-0.17029285270944863,5.583514248943723,0.5308995515600987,0.5675077285067767,200
270,271,-0.13603712992008773,5.671819371276836,0.5029190294381011,0.5071831282956604,320
271,272,-0.09190616609710138,5.764535855908309,0.5007338855670453,0.416651787535243,251
272,273,-0.154586143713502,5.624932738497119,0.514930163673848,0.5420586268396306,271
273,274,-0.11400588618573355,5.722387158333956,0.497327779546608,0.4622065911300345,373
274,275,-0.1263135779644999,5.694929687581786,0.4991484870111444,0.4878433544176681,179
275,276,-0.12192351931070917,5.704969555984456,0.4980649903798164,0.4788869826463259,28
276,277,-0.1576311230791645,5.616850795349992,0.51735490341075,0.5477158302498552,258
277,278,-0.1194866800566059,5.710390926928497,0.4975112377151502,0.4740193643669509,329
278,279,-0.14126607011643347,5.658701278588672,0.5051830620888033,0.5180371883331241,321
