,finalrank,ss_fairness,UtilEgypt,UtilSudan,UtilEthiopia,policy name
0,1,0.14196774082433958,5.319040129116613,0.6544565162585885,0.7084248836353971,304
1,2,0.21898505861426304,5.37943741157294,0.6228794136517006,0.6796047037859572,479
2,3,0.22172094986293323,5.378969915527708,0.6216201486753911,0.6813314648074977,386
3,4,0.22802984827147607,5.382732218269569,0.6220005158472184,0.6771887948938101,378
4,5,0.23727172589504542,5.385327819902639,0.620598338940188,0.6759953701677696,396
5,6,0.24468710486423315,5.3875441007489,0.619634043510984,0.6747433847507129,472
6,7,0.24646205723230682,5.386106802504776,0.6176969359111256,0.6781177905946961,356
7,8,0.24671742747241598,5.3881698555029205,0.6193967942248152,0.6743548792828625,424
8,9,0.2610220680676365,5.392122773265648,0.6173472600957419,0.6724514956492073,178
9,10,0.2616779629402405,5.391455267427312,0.6163757935735019,0.6740904680097839,401
10,11,0.2792582207987275,5.397340730634883,0.6151009973916934,0.6694798009840228,282
11,12,0.28622548010419036,5.398970445688089,0.6138299301618737,0.6691211531606356,415
12,13,0.2871569793841804,5.399190886593392,0.6136633704981433,0.669067271919063,225
13,14,0.2890722656179322,5.39912304953312,0.6126746746620659,0.6701238048154124,342
14,15,0.28980394267087844,5.3993328680101325,0.6125872712440557,0.6700013897564098,475
15,16,0.2988901431002379,5.4022876755222,0.6119935556670231,0.6676402978213752,515
16,17,0.3058490771611195,5.404715032758771,0.6118786289804382,0.6653278672713894,332
17,18,0.3126687942169006,5.41237880835911,0.6300659542206848,0.6394767664308038,203
18,19,0.3511779399557243,5.416079463175887,0.6050312207245909,0.6608108451101209,394
19,20,0.35648376478673405,5.2547534295015135,0.6871870362153142,0.7399810632937709,246
20,21,0.38805777828940474,5.430783910512815,0.6269967480843994,0.6241408704133837,157
21,22,0.42512593992402076,5.436474812899546,0.5988940014585566,0.646552714652494,462
22,23,0.49923746657108103,5.457810215746748,0.6074103517853553,0.6167009614784955,301
23,24,0.5813777777501979,5.47778855586421,0.5970252184820322,0.6071077546643554,114
24,25,0.5987637879033778,5.481638594621808,0.5890789894919339,0.6112039448968566,23
25,26,0.6369759826338576,5.491380422587979,0.595261206471222,0.5952798999513963,8
26,27,0.6538863044618437,5.181662724476683,0.7171362625628778,0.7831225419710368,389
27,28,0.6623710090980203,5.496956704754198,0.5792391356663057,0.605725688590094,39
28,29,0.6782867812786622,5.501281008244921,0.5953680123023601,0.585272508463317,5
29,30,0.720919393714808,5.511777055576111,0.581115690155123,0.5890287832793645,3
30,31,0.7472175489356909,5.517932215622121,0.572235236737688,0.5917540766507884,72
31,32,0.7511760126150018,5.518651463723181,0.5923839776321839,0.5708860876552339,249
32,33,0.7570145992707166,5.520128624300767,0.5910171584886986,0.5707757462211323,156
33,34,0.757765146058354,5.520752615884963,0.5771996769207342,0.5839692362049012,15
34,35,0.7621941830731538,5.521834001743903,0.5769088497452793,0.5831786775214163,159
35,36,0.7624246900296746,5.521904258391528,0.5786817562651873,0.5813355143538823,120
36,37,0.7990990713651043,5.530803061476815,0.5770232505844813,0.5740952169493014,24
37,38,0.8155260808867589,5.534631638044073,0.5649681308826461,0.5823217600838786,117
38,39,0.8414994257393489,5.540989932747473,0.5625104212810812,0.5784211749820448,85
39,40,0.8656121181615795,5.5469633655135855,0.5700614816101549,0.5648966818868579,163
40,41,0.8686625548742594,5.5467956745719125,0.5490556231766577,0.5860702312620286,277
41,42,0.8732429151810062,5.548599821829788,0.5563549576454294,0.5769667495353811,205
42,43,0.8965220267999238,5.554446103141254,0.5574588041891387,0.5700166216802047,360
43,44,0.9032719959290353,5.555977729987413,0.5697685079640614,0.5561752910591243,7
44,45,0.907953382642534,5.557279973460266,0.5581448740359201,0.5664966815144129,366
45,46,0.9340103387064147,5.563198278303906,0.5705790398544431,0.5481442108522492,149
46,47,0.9411653735936842,5.564497323364783,0.5401047060246893,0.577319499621126,241
47,48,0.9469639706531672,5.566334259425604,0.5439998922873559,0.5715873772976389,555
48,49,0.9568526308996755,5.568021522738487,0.5355184457206501,0.5783815605514608,446
49,50,0.9719870308637274,5.568862138463789,0.5930047969922276,0.520054593554582,501
50,51,1.0012164308817775,5.579596632451671,0.5621011392910908,0.5402237572678361,96
51,52,1.002737278190378,5.580366278924672,0.5496778113145008,0.551877438771424,358
52,53,1.0034215369104118,5.58040530942492,0.5427877700233618,0.5587284495623155,409
53,54,1.0041966458343154,5.580688354801218,0.5460013544399297,0.5552318197694495,407
54,55,1.0189393160462819,5.583514248943723,0.5308995515600987,0.5675077285067767,200
55,56,1.0229552339092216,5.585018320369062,0.5373404717376955,0.5595627369038414,58
56,57,1.0246419879952093,5.585673042175328,0.5498582708058983,0.5463902160293725,477
57,58,1.025423078288127,5.585742106577937,0.539634210514703,0.5565452119179586,190
58,59,1.0323792612115863,5.587574938531347,0.5450663808027997,0.5492802096764514,305
59,60,1.0415171955431122,5.589798903961656,0.5456862034586778,0.5464364215902656,183
60,61,1.0606312078249989,5.594416892667739,0.539011300984971,0.548493335357887,287
61,62,1.0659116807315159,5.595215140436807,0.5280001622718596,0.558706226301932,242
62,63,1.0731448479503936,5.597416426618488,0.5355783116829471,0.5489267907091635,439
63,64,1.078097929042925,5.598677755371679,0.5434131206340195,0.5398306530048994,551
64,65,1.0870525137033635,5.600876688715718,0.5401092475729095,0.5409355927219717,476
65,66,1.0913806729777304,5.601897345329264,0.5425301347589938,0.5374940489223395,158
66,67,1.093470717633945,5.602318694124,0.5317217375302554,0.5478810973563432,397
67,68,1.1037312236364025,5.604843295828946,0.5434931221419963,0.5335851110396557,371
68,69,1.1125548638887914,5.606841467296585,0.5265181899058681,0.5485618718081455,103
69,70,1.1156601852703776,5.607807817234829,0.5324383605900733,0.5416753511856942,182
70,71,1.1170691369293606,5.60813798456941,0.5315986044167331,0.542184940024455,11
71,72,1.1189904269544184,5.608592668783532,0.5307841362418337,0.5425447239852323,135
72,73,1.1199702340322473,5.608175434127255,0.5187020231322429,0.5550440717511007,522
73,74,1.1205308012821227,5.608997366607007,0.5321204990844448,0.5408036633191474,350
74,75,1.1226467601866144,5.609512810576589,0.5319038650931543,0.540504853340855,330
75,76,1.1229207406278503,5.609260362790754,0.5233303860168342,0.54933078020301,65
76,77,1.1230587721507839,5.6067668363589,0.5706457889395675,0.504508903712131,548
77,78,1.1241709400672233,5.609904759239594,0.5360183183500398,0.5359984514209643,494
78,79,1.1293495606187283,5.6103021882953055,0.5157968996707617,0.5558224410445315,152
79,80,1.1342177069963066,5.60929531584677,0.570643458948438,0.5019827542153905,192
80,81,1.1343046027924526,5.612032246736133,0.5219275555978093,0.5479617266766577,61
81,82,1.1367405554104986,5.612864249980066,0.5398796721657685,0.5291776068647629,172
82,83,1.1390779979886667,5.613511146687992,0.5299500639149833,0.5384603184076237,148
83,84,1.147163705636216,5.6151241860756205,0.5196943125425847,0.5471030303923935,84
84,85,1.1507187098793334,5.616351667789584,0.5291594502127814,0.5364104110082324,56
85,86,1.1545858868244685,5.61666412224084,0.5150380195023613,0.5502193872673962,529
86,87,1.1546347300275086,5.616850795349992,0.51735490341075,0.5477158302498552,258
87,88,1.1555660679502842,5.617427101390882,0.5381754927566668,0.5263189348630503,252
88,89,1.1584238681344639,5.618004167691164,0.520818093714183,0.5430992676052501,67
89,90,1.1628381321792838,5.619216745426494,0.5237648474502422,0.5389399361338628,51
90,91,1.1705831372751232,5.620995386045743,0.5200010780779746,0.54092506488688,293
91,92,1.1742594640762527,5.621999790272818,0.5224931650881011,0.5374285736496798,240
92,93,1.1745686766185754,5.622061608016761,0.5220227980923926,0.5378371229014453,122
93,94,1.17768088905909,5.622432422933406,0.5140525402004738,0.5454365658767173,137
94,95,1.1786331875139755,5.623101905567868,0.5233907088542467,0.5354289145884837,12
95,96,1.1806780832510373,5.623401840973273,0.517683805550062,0.5408358824872626,79
96,97,1.1815319037201462,5.6237919512921,0.5224120958377101,0.5357174818807878,215
97,98,1.181601783789313,5.623877122463282,0.5288811555036936,0.529163251043623,530
98,99,1.1826246211828795,5.623790166214809,0.5158496908945939,0.5422816719011954,154
99,100,1.1827672459820373,5.624155161362144,0.5259076863289388,0.5318586813195154,352
100,101,1.1830988566066702,5.623503249759862,0.5102017649977126,0.5482165142530228,303
101,102,1.1844785888758385,5.623838085588969,0.5100140615645302,0.5480693818570989,257
102,103,1.187396706040071,5.624932738497119,0.514930163673848,0.5420586268396306,271
103,104,1.1885682529721633,5.625559401261572,0.5245072165767627,0.5318549111722639,50
104,105,1.1908555222753194,5.625947960901594,0.5357548130860684,0.5202187550229349,10
105,106,1.1936179291295501,5.626777911232731,0.5231484739964163,0.5319951437814511,444
106,107,1.1945942109585768,5.6269762115472055,0.5210527526932316,0.5338925647701606,98
107,108,1.1947853140652367,5.627072411425397,0.5237924709823087,0.5310566466028932,52
108,109,1.195732434269664,5.627212130779212,0.5329803655923057,0.5217290326390805,107
109,110,1.196353139755223,5.627460687392641,0.5242954888462424,0.5301653527717142,88
110,111,1.1969453632391485,5.627610700530219,0.5268075446483368,0.5275032838320416,383
111,112,1.199677362699076,5.628184921937256,0.532068373633984,0.5216682334393583,523
112,113,1.2007148313334584,5.628519730825245,0.5235288048881591,0.5298729932971945,127
113,114,1.202084697512829,5.628764985665233,0.5189014262411061,0.5342551171042585,347
114,115,1.2025244806496338,5.628883537698848,0.5192411716388974,0.5337968196728528,336
115,116,1.2030986409823992,5.628814409531365,0.5140423129987445,0.5390648064804897,128
116,117,1.2083859695277834,5.629453673779358,0.5047327142561794,0.5477351409750609,196
117,118,1.213238196272809,5.630888944006667,0.5069484770595665,0.5440841079443653,270
118,119,1.2136960629967535,5.63149932695992,0.5331900966946332,0.5172321053560455,0
119,120,1.218561441120908,5.632791389432047,0.5174837658897905,0.5316463736887599,210
120,121,1.2218712019419644,5.6335810916493845,0.5295331200976521,0.5188073172635619,166
121,122,1.222023420839204,5.6336957724667895,0.52020198334108,0.5280237732027276,13
122,123,1.2228462290954685,5.633898223624122,0.5202901316003082,0.5277331737861679,404
123,124,1.2244203908145,5.6342031963317325,0.5291615247517295,0.5185568079271352,121
124,125,1.224432882442539,5.633599893890817,0.5053551502357847,0.5429664848839968,469
125,126,1.225972688950517,5.634593443552729,0.516530543482566,0.5307975419753034,195
126,127,1.227840584316773,5.635071260170312,0.5172361961159017,0.5296140727243842,99
127,128,1.2312398139486187,5.635946597122795,0.519892683833036,0.5260822480547674,40
128,129,1.2347579416059797,5.636810441037323,0.5209269811357159,0.5241841068375597,408
129,130,1.2349817768708409,5.636705982635996,0.512991993585715,0.5322235527888873,294
130,131,1.2474787244518988,5.639614370234969,0.5085018126791178,0.5338053460965115,337
131,132,1.2484463295430304,5.640125657788617,0.5171135557538824,0.5246823154680991,164
132,133,1.2490067683044552,5.639901678584422,0.5067886027052158,0.5352312477209603,100
133,134,1.2505497995370485,5.640217291031641,0.5056205961601877,0.5360836418187698,161
134,135,1.2508905953490441,5.640726352729066,0.5173992937364147,0.5237958825451169,63
135,136,1.2510911644105707,5.640776568514122,0.5175383369984108,0.5236066234980652,90
136,137,1.2514125244717418,5.640689994099972,0.5105985320223929,0.5306330028882345,426
137,138,1.2552891857514203,5.641601901030544,0.5093592643808106,0.5309603635992433,198
138,139,1.257138759892782,5.642221357544122,0.522676026202048,0.5170241452644289,181
139,140,1.257654304844432,5.641763276593942,0.5021091649566414,0.5380490874600149,317
140,141,1.2582210981998632,5.6418646683834766,0.5015651256378497,0.5384917349892713,437
141,142,1.2624797937418644,5.643170234935149,0.5315448519460706,0.5072064421293784,253
142,143,1.2640425274884164,5.6438979044566215,0.5220168745552017,0.516006749998776,349
143,144,1.2649032499294925,5.644134854895542,0.5156374569049926,0.5221492172100634,33
144,145,1.2669433681487299,5.644570276346163,0.5232475372037085,0.5141037154607272,227
145,146,1.270199974006502,5.64508122555274,0.5045123964386182,0.5323279070192388,73
146,147,1.2717541227705258,5.645560436902467,0.5278256299463217,0.5085354621618099,42
147,148,1.2748331794026424,5.6461963667801225,0.5297292237930845,0.5059959384373899,455
148,149,1.2748662117574179,5.646455167498616,0.5238465011625678,0.5116198603494152,374
149,150,1.28095075586188,5.64739501306064,0.4986547083136646,0.5358718076362936,425
150,151,1.2816085551474197,5.647945522822019,0.5269359075951027,0.507040098593477,231
151,152,1.282536737009373,5.648407939941915,0.5121023735714179,0.5214112154972649,151
152,153,1.2853258146126125,5.649082859938924,0.5190287995353825,0.5138098695362914,411
153,154,1.2856492462738338,5.648844445899651,0.5026413385278323,0.5304357445831157,71
154,155,1.286480146709115,5.649304239398432,0.5086898137538366,0.5239274758583293,307
155,156,1.2890729534940217,5.64982650809611,0.5052600335365101,0.526834987377978,214
156,157,1.2926668687108878,5.650892075298845,0.5161461412823591,0.5148833124293933,310
157,158,1.2932434071217813,5.651032359866921,0.5125359301367737,0.5183532390069037,379
158,159,1.293609010984899,5.651118208065279,0.5121193152303659,0.5186840057149533,173
159,160,1.2938298301725062,5.65056498234756,0.4974832970356664,0.5338732496273719,224
160,161,1.2943373900419812,5.651097136230928,0.5241817496026911,0.5066426431769798,31
161,162,1.294976196243602,5.651367222147795,0.5074971548997496,0.5230571519630539,89
162,163,1.2961356952561018,5.651724988345634,0.5110713936228579,0.5191251470421057,139
163,164,1.297758002505662,5.652112776272818,0.5103582527319758,0.5194505000058028,228
164,165,1.298675551520787,5.652198015732735,0.5224951067572724,0.5072284065205899,76
165,166,1.298996364760869,5.652323806128371,0.5210324243364941,0.5085652985457331,46
166,167,1.3021541929827716,5.652574140182726,0.4962042987532693,0.5331430900746036,275
167,168,1.3021742743000602,5.6532028642506384,0.5152608823889456,0.5134577823710147,380
168,169,1.3052570983229042,5.6536530256867445,0.5008734180205799,0.5273950853032742,544
169,170,1.307806834894389,5.654580487830942,0.5117105941357093,0.5156304470439469,256
170,171,1.3079944235116696,5.654616775034754,0.5102463226121939,0.5170584313636504,41
171,172,1.3097142819630767,5.654972063820925,0.5182756985751754,0.5086737666144971,95
172,173,1.3106857726365164,5.655271272015497,0.5098916474966475,0.5167586094984536,35
173,174,1.314260376156407,5.656090547550172,0.5063521251374647,0.5194788563229624,109
174,175,1.3149850944015695,5.656305619862278,0.5083773588588301,0.5172385502894897,69
175,176,1.3163109686967391,5.6565928179124505,0.516798239855211,0.5085304712429368,261
176,177,1.319543461290086,5.657434783090851,0.5121630681624251,0.5123236777573226,528
177,178,1.3208124106374453,5.65770597942213,0.5065856461849568,0.5176299034035126,423
178,179,1.3211372527328424,5.657817340902195,0.5090098187624696,0.5150943693459329,111
179,180,1.3242770559544557,5.658366124457631,0.5002686992713247,0.523286705281642,254
180,181,1.324977554571319,5.658701278588672,0.5051830620888033,0.5180371883331241,321
181,182,1.3286428169604703,5.659328403793851,0.4976578774938986,0.5249352477228486,542
182,183,1.3295448297680053,5.659860082878753,0.5076757137828882,0.5143857323489572,168
183,184,1.3296111452238097,5.659861391240852,0.5064116390600394,0.5156484987097072,432
184,185,1.3303529142264419,5.65990808440953,0.5186426494058382,0.5033707951952305,395
185,186,1.3304520086526848,5.660069190384707,0.5065404357502603,0.5153119028756303,153
186,187,1.3320122276559767,5.660328496902025,0.5179618332855044,0.5036311988230681,144
187,188,1.332623344221479,5.66060243129052,0.5066708061139134,0.5146482916061659,481
188,189,1.3349983469527271,5.660654792613869,0.4932490994262091,0.5280176369705202,440
189,190,1.3356015438346802,5.661193753976056,0.5177695332292331,0.5029582418053092,108
190,191,1.339323219694808,5.662081166515189,0.4997235900893633,0.5201167724060458,78
191,192,1.340290271889565,5.662370058602528,0.5011617564046796,0.5183897140033893,406
192,193,1.3435852040802647,5.659892682219556,0.550555903002029,0.4714729437890134,170
193,194,1.3452018613959726,5.663674282816411,0.5064379610415543,0.5118092851526327,345
194,195,1.3461296874251467,5.66365175104926,0.4968462728548891,0.521423505106448,359
195,196,1.3464031432214343,5.663962390368422,0.5057366331889215,0.5122225054532552,150
196,197,1.350038717339534,5.664853011045964,0.5062152707146604,0.5108532472499747,292
197,198,1.350668231235628,5.664997411616551,0.5049344019194938,0.5119897154745537,175
198,199,1.3507855399520596,5.665013095410375,0.5107832511924209,0.5061251824078031,81
199,200,1.3516827329118573,5.665254191469716,0.5080780983420763,0.5085892391988043,443
200,201,1.354883665075151,5.666004408902139,0.5029623479526985,0.512954772155761,503
201,202,1.355560307437847,5.666122579129539,0.500607480742151,0.5151914691389092,97
202,203,1.3569308599078314,5.663387987856075,0.5474918088761263,0.471041732278397,194
203,204,1.357244942217614,5.666258307225125,0.5198654953373983,0.4957977264480745,521
204,205,1.3607249324482027,5.6674320082421925,0.5026881919623869,0.5118013288060193,344
205,206,1.3622759930921138,5.667778199353152,0.5111432959501028,0.5030000337073428,126
206,207,1.3631614381937918,5.668014737947416,0.501730144026424,0.5121766470367566,403
207,208,1.3635030713536054,5.668106881429584,0.5022769333350927,0.5115377142459206,119
208,209,1.364715628147202,5.668340388430219,0.5121926640161668,0.5013884765642113,187
209,210,1.3650695278103833,5.668133808894181,0.5194831772752702,0.4943045428411464,388
210,211,1.3661715251257844,5.668128099921797,0.4877304167733251,0.5260630123154749,174
211,212,1.3690019006531735,5.669425208325847,0.500426080914435,0.5120702397703161,354
212,213,1.3712201654138296,5.669995963169894,0.5022945326245088,0.5096310332161957,32
213,214,1.3725987576570768,5.670312461621752,0.5006828222621231,0.5109262451267208,324
214,215,1.373780560756997,5.670630990208712,0.5039458128031326,0.5073447259987531,382
215,216,1.374271674888201,5.670582266543624,0.5137294413319328,0.4976098211350406,55
216,217,1.3754375571890067,5.6710230076538135,0.5018845711976885,0.5090139501590962,465
217,218,1.3785428939667947,5.671372262664381,0.4896397351804536,0.5209095311657629,550
218,219,1.3786709747241213,5.671819371276836,0.5029190294381011,0.5071831282956604,320
219,220,1.3787212452609925,5.671626728002667,0.4938078564779717,0.5164869445299591,319
220,221,1.3792300410264542,5.671801902964053,0.4950759498803931,0.5150436761661519,83
221,222,1.3804038043144917,5.672207557779463,0.5079347302445121,0.5017792409866236,204
222,223,1.3804518715140295,5.67223182105347,0.5003192184774847,0.5093704894796431,134
223,224,1.3817986701404341,5.672295249225259,0.4916464077767513,0.5179798720085881,556
224,225,1.3852325619280907,5.67337491477768,0.5077775910120053,0.5007690232209127,110
225,226,1.3858238777393157,5.672300637650953,0.5288971957537628,0.4807236956058813,102
226,227,1.386249924433459,5.67352265531473,0.4945717143161285,0.513827159379741,191
227,228,1.3866457087518014,5.673277613570988,0.4875417094547186,0.5211022059848917,171
228,229,1.387162514847009,5.673596826198582,0.4909030432482517,0.5174216595637636,553
229,230,1.3882612388429492,5.673489414450525,0.4847307411113823,0.5237013734486909,105
230,231,1.3898731782959182,5.67443458630193,0.4950686772655105,0.5124182654431577,445
231,232,1.3900872809563838,5.674556185731157,0.4979029559532512,0.5094623873261909,165
232,233,1.3904595477747808,5.674685620819982,0.5011330128016166,0.5061028953889988,405
233,234,1.3917504873461715,5.670551962252184,0.5519342952195907,0.4594352715388235,145
234,235,1.3924109377881773,5.6747899551333285,0.4886449996005375,0.5184865742767323,549
235,236,1.3930264781596535,5.675154699344746,0.5112310471383595,0.4955357825274928,36
236,237,1.3942484977660021,5.675562953251647,0.4970981456637846,0.5092604300951667,213
237,238,1.3944576754275682,5.675616806751746,0.4972259792660893,0.5090787429927609,184
238,239,1.3962957261386542,5.675582448006669,0.5184021760044195,0.4879369049995097,490
239,240,1.3964719719158698,5.676033622059107,0.5095650652102127,0.4963228417412784,464
240,241,1.3972540298169045,5.6763065219655,0.5059267590286524,0.4996882480164455,49
241,242,1.3985629674214948,5.676340664652372,0.5144240435506238,0.4911568208076025,16
242,243,1.4017509104517956,5.677310559146071,0.5091774686009122,0.4954335012636146,118
243,244,1.4028506763514301,5.677669195700079,0.4967875778411269,0.5074647554693925,162
244,245,1.4041064828358283,5.677970285994957,0.4963739970663988,0.5075772459492432,434
245,246,1.404271421593594,5.67802759770801,0.5041383795363277,0.4997555517662592,334
246,247,1.4045014847421535,5.6775026071226495,0.4835026919894429,0.5209162298985057,259
247,248,1.4046723611898126,5.678105222541861,0.5053841222967558,0.4984321841719817,45
248,249,1.4058605486704714,5.678310853834732,0.5086722676852334,0.4949384074906323,106
249,250,1.4067602586284804,5.678477972880442,0.4910571486952956,0.5123864074348603,132
250,251,1.4069734974053936,5.678062598240665,0.4826140651970985,0.5212448655728352,197
251,252,1.4076784054901579,5.678834451421531,0.505137796036603,0.4979492815524639,113
252,253,1.4092670968791112,5.678900075390244,0.4866829003944691,0.5163385532258861,300
253,254,1.409316242823549,4.996178003965377,0.8052162146315163,0.8805273104137061,489
254,255,1.4094260305878563,5.679021941797982,0.5123352967524923,0.4905642904601239,70
255,256,1.4101642440680913,5.679328741752351,0.5090597906390624,0.4935329966191856,54
256,257,1.4102091163646895,5.6790179124491305,0.4846687763993916,0.5182348401620753,325
257,258,1.4116642046618593,5.679288827113748,0.5171371428481666,0.4854955590486832,22
258,259,1.4116991951105802,5.679573383604416,0.4879650248245248,0.5143831205816576,398
259,260,1.4123060219669088,5.679964882933987,0.5043205524180789,0.4976360936585319,60
260,261,1.4126184036786218,5.679822639128082,0.5114220627725515,0.4906768271099643,209
261,262,1.4128498572091968,5.679181698625734,0.522397446260146,0.4803423841247177,4
262,263,1.4150060006217964,5.680522975780413,0.4911266953955748,0.5102718578346096,133
263,264,1.4150249750102997,5.680410375355002,0.5110868608637247,0.4904242927918705,66
264,265,1.4152222341076053,5.680124141416733,0.4823226787747529,0.519474708819113,112
265,266,1.4158277832526631,5.676101981152197,0.5511818636959767,0.4546376841624244,37
266,267,1.4158989874465666,5.680538748351973,0.5127863550943873,0.4885964255642381,143
267,268,1.41951529493479,5.6817262124312125,0.4949186228906991,0.5052766936886867,527
268,269,1.4202935662769869,5.681938207585687,0.4967121900857127,0.5032711313391982,273
269,270,1.423841619099841,5.682228259687818,0.4813252940595591,0.5183679752632224,312
270,271,1.4246968321623963,5.68287620394765,0.4897901215371077,0.5092552035258411,87
271,272,1.4262885917880261,5.683029853460334,0.484327279958449,0.5145643955918167,188
272,273,1.428564196380808,5.683780449534068,0.4882819254788382,0.5098591539976915,101
273,274,1.428662136412539,5.683889164733321,0.5048658406877999,0.4931665235894769,497
274,275,1.430341587890952,5.67913766013224,0.552419786362683,0.450364082515675,418
275,276,1.4311891108097317,5.684298322930572,0.5101715718697437,0.4874516342102826,351
276,277,1.4323051551171173,5.684597507939175,0.5094348571689878,0.487889163902435,518
277,278,1.4330312253896096,5.684494148601914,0.4805958553468911,0.5168315250617932,545
278,279,1.4337848555335144,5.685085858878522,0.4886207393173435,0.5082149308147326,185
